"Gen","Type","C1","C2","C3","T1","T2","T3"
"Gen-37","Target",26.4279410110321,28.1468076771125,18.9446555301547,26.1868494895753,31.1521481117234,18.7893597434741
"Gen-38","Target",32.6853653213475,32.8174188754056,34.1906974185258,25.738208608469,25.2313858945854,29.3679887179751
"Gen-39","Target",30.7983909377363,21.049988794839,19.9191624643281,25.3973970785737,28.5227686904836,18.6775690177456
"Gen-40","Target",25.611601614859,31.2938152488787,34.8579608469736,27.6048874973785,30.8095732706133,23.3824406105559
"Gen-41","Target",33.7609678732697,19.0576503162738,21.0236382537987,26.5567597313784,34.7724557807669,19.1353124252055
"Gen-42","Target",33.1334409906995,22.5804710576776,34.1113524551038,18.4101512818597,21.2745917264838,31.0027666601818
"Gen-43","Target",27.1366049121134,34.1291110001039,27.6730945736635,26.4827227031346,30.1173914719839,32.7160773752257
"Gen-44","Target",30.2607970673125,32.8704549213871,33.2270398957189,34.4641229249537,23.7577642991673,31.5441811820492
"Gen-45","Target",29.0594043908641,33.2001931448467,21.5759698669426,25.4966890043579,18.2018334292807,23.50493593188
"Gen-46","Target",20.2652333949227,32.2053219911177,34.1565701474901,18.7897497727536,19.0505502389278,20.7489003809169
"Gen-47","Target",25.1029784942511,27.9875209091697,18.6118954871781,28.3746842162218,24.9497420981061,34.8320235100109
"Gen-48","Target",18.1916420238558,31.5455188527703,23.9867297529709,22.4602778388653,23.0447702889796,33.6378665596712
"Gen-49","Target",29.1214306633919,22.6075478664134,22.2519523906521,27.833407203434,34.0127474651672,28.495049510384
"Gen-50","Target",28.0544457877986,34.9065869010519,28.4633419495076,25.3503007986583,34.4584348716307,33.5674779373221
"Gen-51","Target",23.0554537046701,25.5339487995952,27.6049434216693,31.9422754179686,32.1892360411584,23.5076949123759
"Gen-52","Target",27.227355687879,21.6616258760914,26.6125743465964,33.5053974583279,33.7009242274798,27.2510423937347
"Gen-53","Target",18.6888414018322,21.7084134384058,32.8710478914436,27.980497749988,27.7336671035737,30.1414866915438
"Gen-54","Target",18.1753397625871,18.6077984480653,32.1386330362875,19.5479523043614,30.5276501178741,27.2020078417845
"Gen-55","Target",30.3175452211872,23.3213902483694,23.8851960978936,28.7780512194149,24.4802241991274,23.0076573994011
"Gen-56","Target",28.5230981486384,31.0278213163838,23.7745513233822,25.0681203126442,19.8815727874171,31.3390529020689
"Gen-57","Target",21.6518024334218,32.5048013061751,34.1929169546347,25.1963340262882,31.9291739703622,28.7040017705876
"Gen-58","Target",28.4670017904136,23.6829598466866,20.0135504445061,28.8225060235709,23.335825602524,21.0260245415848
"Gen-59","Target",32.76498357323,19.8635959243402,25.6077182034496,28.9645983262453,33.9046747568063,21.1522282818332
"Gen-60","Target",24.3973304794636,29.5804866431281,20.4746675048955,33.3920303396881,27.0672620213591,27.6339190478902
"Gen-61","Target",22.4680510857143,32.4642965681851,27.1869410050567,23.4732848138083,26.092052473221,26.405582072679
"Gen-62","Target",21.2990577111486,18.7679461983498,27.908205607906,23.0143338271882,25.8453715387732,32.2472780414391
"Gen-63","Target",23.0407508567441,26.1604698207229,30.3253435862716,34.5760773704387,30.2449675442185,29.231739543844
"Gen-64","Target",28.6048540470656,24.6814853632823,24.7437206879258,25.089389418019,22.2510610693134,28.7686596394051
"Gen-65","Target",27.8143519186415,31.0470978957601,29.8535653587896,27.4277527823579,31.5518143628724,27.0979792880826
"Gen-66","Target",32.5860076907557,18.2653873306699,28.9993410732131,23.9796747150831,25.6043564882129,29.8940758400131
"Gen-67","Target",34.9536665845662,34.7946870024316,27.7491210168228,28.8582966791,27.3032506303862,32.0462331925519
"Gen-68","Target",21.4907308181282,27.2839179050643,22.4205902707763,28.6167134323623,31.921173555078,26.9358070816379
"Gen-69","Target",26.4850181599613,33.8686114381999,26.0569758904167,31.7797714299522,28.3804330227431,29.2378564318642
"Gen-70","Target",29.0597063915338,25.0544335856102,34.1887326191645,21.50646863156,34.1046874900348,32.0135308688041
"Gen-71","Target",22.9255191346165,18.7588987571653,23.1822996935807,20.7977877778467,22.502943065716,26.7154567867983
"Gen-72","Target",24.5385647446383,30.2748814311344,26.6035448356997,30.7095682655927,34.3210840099491,28.3223588191904
"Gen-73","Target",19.937802514527,26.8628117872868,18.0578420558013,23.2074670612346,24.4035540111363,25.0435838457197
"Gen-74","Target",31.8559185839258,28.3303245969582,25.8975143437274,27.1312623592094,22.4835025963839,30.8218703567982
"Gen-75","Target",29.9140844382346,33.5349716830533,20.9225293803029,21.5336906360462,28.9911517130677,27.3815572203603
"Gen-76","Target",19.002884717891,31.0430222740397,27.4165253625251,24.5183402111288,28.0989691347349,32.7071843799204
"Gen-77","Target",31.7854438407812,24.3675487185828,29.8965421649627,34.6493382744957,30.2080993140116,24.9483004119247
"Gen-78","Target",23.4196878783405,23.6105300372001,33.9190763758961,27.6962606282905,33.3575676733162,25.7028133850545
"Gen-79","Target",21.7058242296334,27.7616041901056,21.0121499027591,28.0233313790523,22.025540079223,27.5829849382862
"Gen-80","Target",24.503355814144,23.2770082103088,18.1765657865908,30.9136011039373,34.3362608388998,22.0409196945839
"Gen-81","Target",18.4772520593833,22.5498547349125,31.3178741130978,19.2596577643417,29.4803237842862,18.8646582723595
"Gen-82","Target",26.721012939699,34.6840404507238,29.153448370751,25.8505454321858,24.4912102804519,23.365678490838
"Gen-83","Target",32.8628304088488,20.3991818954237,26.1156376255676,21.3568107765168,31.8689234969206,27.8814202831127
"Gen-84","Target",24.792205813108,19.5078301583417,34.2659749020822,34.1514682087582,23.6315879966132,28.5793430076446
"Gen-85","Target",31.1561389900744,21.0016009602696,33.1965438127518,18.6991376420483,27.395439945627,20.0223794053309
"Gen-86","Target",25.7961230583023,34.4773363319691,32.0567257911898,18.6866586010437,31.8929741678294,21.7273340797983
"Gen-87","Target",28.6308267260902,28.3563815206289,31.9856020112056,22.7403049368877,26.6736777673941,22.5373814094346
"Gen-88","Target",25.7031664692331,19.9927242805716,19.7127897036262,27.9786873965058,28.5848148961086,31.9165408120025
"Gen-89","Target",28.7572218573187,28.9514941554517,24.8869404376019,18.4765632750932,27.180144578917,25.6738304323517
"Gen-90","Target",20.2356257755309,21.0148132392205,19.0993057710584,21.5709279254079,32.7600104396697,33.0320245514158
"Gen-91","Target",21.0125584164634,20.6898980019614,25.8316137674265,24.3279986318666,25.9690818409435,19.4190516192466
"Gen-92","Target",33.4121465513017,26.9300992218778,30.4312873757444,19.5878867206629,21.9816924943589,22.2861008811742
"Gen-93","Target",26.925188713707,20.0285420056898,24.434861358488,33.9322783043608,33.5801792347338,25.4323358554393
"Gen-94","Target",32.3763436772861,27.7499801467638,23.9967206518631,26.6282565048896,31.3913469903637,23.2995985443704
"Gen-95","Target",27.7766777635552,26.069175630575,21.222818198381,28.8157082635444,22.4731517024338,30.8772523296066
"Gen-96","Target",26.9567396517377,33.1498014719691,31.1441357349977,23.8366572728846,25.3351986831985,21.3935649811756
"Gen-97","Target",22.9584868068341,34.5387500615325,19.9039297981653,33.45328385639,29.959316237364,31.0575903162826
"Gen-98","Target",27.73468997702,23.2960841525346,27.2128408032004,22.0098992793355,22.8650474734604,29.8923632006627
"Gen-99","Target",19.8553132000379,29.0406165167224,34.6656919240486,31.3798964591697,24.5421997206286,30.8504908801988
"Gen-100","Target",33.6640470083803,27.6654399239924,21.6715881023556,33.7321947920136,28.3265284819063,21.5222697788849
"Gen-101","Target",34.1704011005349,32.5606517542619,34.7077625778038,32.2895848525222,27.2802279072348,19.1281656261999
"Gen-102","Target",34.9457597075962,18.402901124442,24.9985674514901,22.2918321136385,24.2005334899295,24.6238697436638
"Gen-103","Target",31.7105485771317,20.0558625713456,21.6697679643985,28.7391558375675,18.3853957171086,18.020115043968
"Gen-104","Target",24.8384911136236,18.8903537048027,21.3573097095359,33.6697258432396,20.7427501298953,33.6062600298319
"Gen-105","Target",31.5009338660166,34.5793394478969,34.2246875169221,22.1617746676784,20.1679909643717,23.2125902669504
"Gen-106","Target",20.0194230570924,26.5937801592518,19.1068311247509,30.7824187600054,30.7550671705976,27.3138570487499
"Gen-107","Target",20.7232705859933,31.7148516403977,34.6828977689147,27.3022826362867,20.103627765784,31.0546590981539
"Gen-108","Target",22.313489977736,29.6420627664775,24.8338852145243,20.6316790697165,34.0277826488018,29.3210041322745
"Gen-109","Target",24.9152593482286,27.4846243623178,23.2863015022594,20.9468260167632,29.7302553097252,34.9674668898806
"Gen-110","Target",34.2639018520713,27.9537812450435,30.4691555658355,23.2811042401008,26.237658376107,24.5149249148089
"Gen-111","Target",27.5374776301906,26.0449168654159,19.5916310199536,34.1016129879281,29.287994507933,30.1854654802009
"Gen-112","Target",20.0333990911022,25.1690909566823,33.5305940725375,20.2944543652702,30.3847147235647,29.4835254251957
"Gen-113","Target",29.3331853642594,22.5432063860353,20.6326719920617,24.6986882672645,34.8190463632345,27.4113923406694
"Gen-114","Target",27.8427032739855,33.7985185508151,31.5412585609592,31.0300297816284,28.6179522292223,24.824528667843
"Gen-115","Target",19.4056290888693,26.7869308050722,19.2908540032804,28.0513215044048,21.5785339574795,19.7457564298529
"Gen-116","Target",19.6168508999981,23.8860200520139,34.8754847703967,21.3076442528982,22.1832499911543,33.3270453282166
"Gen-117","Target",31.1131076409947,33.7780156109948,32.2922995297704,20.3544759801589,25.0089835238177,33.790811507497
"Gen-118","Target",20.2386626477819,34.883601043839,27.1471920465119,23.0821763684507,27.4428530810401,21.0184284166899
"Gen-119","Target",24.0800549618434,22.1107873253059,30.9855588006321,31.3920475381892,26.08418850624,29.0849319000263
"Gen-120","Target",20.0088535046671,27.3034106453415,23.272314322181,29.1292747843545,30.8911960890982,19.275409700349
"Gen-121","Target",20.2319132678676,32.738817397505,24.1989430892281,31.9391903041396,26.5592662866693,25.4979897141457
"Gen-122","Target",18.9625789704733,23.5702978593763,30.4477912716102,31.9729803393129,32.5026300630998,19.5475187634584
"Gen-123","Target",22.9718703734688,25.9289591922425,23.9459134712815,21.4785052868538,18.8067508679815,30.5302562119905
"Gen-124","Target",34.138580939034,30.298282261705,32.5039920960553,29.5154841882177,33.6765788309276,19.0444038668647
"Gen-125","Target",27.9925385676324,29.8328141616657,27.9236511774361,21.2160437002312,20.6937967510894,30.0792723172344
"Gen-126","Target",29.6471639135852,26.5305818039924,21.7044135790784,26.2968238613103,32.8419249914587,19.7251869263127
"Gen-127","Target",33.4169904601295,29.7099668921437,21.579008160159,27.520040912088,23.6603363396134,21.1657435945235
"Gen-128","Target",25.6724595411215,20.4216210569721,23.4821319938637,19.4503430470359,25.0585335853975,30.2427453522105
"Gen-129","Target",21.734300194541,25.5755116541404,24.3477622105274,22.0528064423706,21.4776438889094,20.3512863442302
"Gen-130","Target",19.237812594045,19.557192806853,23.7652672182303,26.5982975705992,33.1432574829087,23.7088688474614
"Gen-131","Target",27.5475906212814,20.2673412051518,29.7235411650036,19.3427029137965,30.2821612150874,27.020919399336
"Gen-132","Target",34.5508478998672,34.8055343555752,27.8572118612938,26.9602919663303,20.1716325464658,22.2583019330632
"Gen-133","Target",21.4225940182805,24.429298322415,24.009716500761,21.4631943409331,20.3448937810026,34.6650433265604
"Gen-134","Target",34.1862787108403,21.3736714771949,34.7776842131279,24.2084426349029,29.8225425409619,28.5502333317418
"Gen-135","Target",20.7567750348244,21.3284319003578,20.8395136990584,22.1516116261482,27.1417216027621,23.9677300599869
"Gen-136","Target",27.9633041396737,31.9509397407528,26.2499124889728,26.0948297719005,29.8872280137148,19.8534921121318
"Gen-137","Target",21.0190283055417,31.74932296318,26.1106255915947,18.2725174461957,34.7269945412409,34.3528791680001
"Gen-138","Target",34.2014793874696,29.8178319693543,31.292158894008,33.0925292747561,34.7387304727454,28.1861126057338
"Gen-139","Target",31.7959426101297,27.9734226008877,19.9509723267984,31.0694397469051,24.4101358675398,30.1966240643524
"Gen-140","Target",18.7483737613074,33.3392703568097,23.7625003808644,19.4144261274487,27.2775065803435,24.7994897174649
"Gen-141","Target",34.9066807678901,25.5321436075028,19.9002464974765,31.2928380442318,21.6056697263848,30.8553103357553
"Gen-142","Target",34.968814321328,20.2785824823659,23.1587360615376,22.0468380986713,23.75871577207,28.3712749481201
"Gen-143","Target",23.5423122977372,22.8267322333995,30.7767699039541,23.6549164766911,31.4209072785452,19.1345343892463
"Gen-144","Target",24.3692227860447,27.3000753228553,26.4375716971699,26.2863067619037,20.2730790041387,24.6478883617092
"Gen-145","Target",29.3178704681341,22.3633712627925,19.1268034111708,23.4683484630659,18.8493124316446,31.1697944479529
"Gen-146","Target",27.3298358563334,33.9136413929518,20.936405115528,22.6733703291975,27.3933062651195,26.8740612380207
"Gen-147","Target",30.5760178768542,25.2611431586556,28.6995984481182,18.8666055134963,31.5394839888904,29.8394937599078
"Gen-148","Target",28.7899961317889,29.8369480073452,23.6170675586909,29.6321920994669,21.4621290324721,29.6672958903946
"Gen-149","Target",27.8603192474693,19.3257274276111,27.7967135263607,33.0855364031158,30.8692130455747,30.0801537868101
"Gen-150","Target",24.5050411305856,20.3390278180595,34.3318651239388,20.3664310253225,21.7993338473607,23.6286332870368
"Gen-151","Target",34.7155442910735,27.8859971612692,27.8369709569961,34.396038324805,22.256198405521,27.3229504793417
"Gen-152","Target",23.1611020322889,27.2371644775849,24.9848015462048,28.5778380786069,19.5006488959771,30.993597530527
"Gen-153","Target",26.0659698217642,25.9646395626478,18.4563163742423,34.3025353725534,19.4968896547798,29.8773475028574
"Gen-154","Target",26.2820602364372,30.873404909391,26.7860065007117,18.2156288265251,29.1497942295391,28.3720301100984
"Gen-155","Target",19.5775388784241,28.7030076053925,27.56889388524,23.8819967566524,21.6490695963148,31.3888215073384
"Gen-156","Target",20.7834162206855,18.0814162718598,26.2879164465703,20.893149606185,19.8223044069018,23.8903845848981
"Gen-157","Target",33.970412408933,24.9659060309641,27.0646587968804,32.9671155121177,18.0464774356224,22.7017497713678
"Gen-158","Target",30.4236437336076,31.8614657716826,28.8835641515907,23.016922525363,30.4983402995858,33.9860356228892
"Gen-159","Target",31.5736210998148,28.2351452063303,32.6600534149911,34.3498763712123,20.5508221911732,26.9480531595182
"Gen-160","Target",19.884293152485,23.859770355979,21.9792679829989,22.4618387871888,20.5020776072051,25.5779824636411
"Gen-161","Target",31.5968600630295,31.6128525934182,18.8735529102851,24.9299320906866,19.1619163532741,18.655510896584
"Gen-162","Target",20.6300633766223,24.8681391968857,18.2804501063656,19.3589618336409,24.1143498315942,30.490099939052
"Gen-163","Target",26.1224018721841,23.8106352796312,27.0670227014925,27.2065288748126,30.1459734314121,19.0068347998895
"Gen-164","Target",27.8650953338947,28.9605940575711,33.1568401311524,22.2051529935561,28.5112102727871,20.7775100194849
"Gen-165","Target",25.2506056947168,19.3251957569737,29.1912556453608,22.8562496076338,20.6547462821472,31.3189890959766
"Gen-166","Target",33.161668096669,25.9414432363119,28.5566419649404,21.0443391867448,31.4647330502048,20.5598059976473
"Gen-167","Target",33.0194977477659,24.4412644582335,34.9069558929186,28.1155357351527,18.9131466748659,27.1882809675299
"Gen-168","Target",25.649201472057,32.0533827820327,24.2110278024338,20.2367783170193,18.3065691131633,24.6401225719601
"Gen-169","Target",30.3910960932262,31.4970015282743,21.1565485352185,27.9795201772358,32.9205199780408,32.4042970119044
"Gen-170","Target",25.3311627337243,30.1382989000995,26.053337007761,18.8737562666647,22.0202348593157,18.7315395839978
"Gen-171","Target",26.6646398454905,30.2419883378316,31.2865007482469,18.3636099305004,33.9092877092771,23.0675960876979
"Gen-172","Target",33.0847673085518,28.9831657528412,34.0325752960052,19.9170617945492,31.6416457423475,18.7776257158257
"Gen-173","Target",24.4588701603934,25.2104221147019,31.2853598594666,31.2859982291702,33.3082098537125,32.1381170437671
"Gen-174","Target",23.6795960771851,28.242270473158,20.2623922319617,34.0740191179793,28.1236267359927,27.7719315846916
"Gen-175","Target",27.7416535981465,26.1418392225169,19.9644332311582,34.4161586964037,31.5625498911832,23.026982663665
"Gen-176","Target",25.0950305359438,21.5127140160184,18.8758350678254,21.1789592735004,22.4588257586583,30.7858893868979
"Gen-177","Target",19.5104252686724,22.664460606873,25.8523267449345,24.7498223925941,33.0078144117724,28.9584957468323
"Gen-178","Target",20.0710752252489,30.7592926269863,33.163462047698,20.2242712643929,22.8538596902508,25.388727633981
"Gen-179","Target",22.6573117179796,24.9162307502702,22.8670295064803,25.8315505047794,23.3785591940396,23.9595094821416
"Gen-180","Target",25.0495764606167,30.6100423000753,34.2328656953759,23.4658724446781,31.4036243492737,25.8519628432114
"Gen-181","Target",19.4116762743797,32.7201536262874,33.422880919883,22.8237719230819,31.1922505423427,22.4419516122434
"Gen-182","Target",33.4582136010285,30.8464018879458,22.8676145127974,20.2600482604466,34.9029400942381,33.6476907148026
"Gen-183","Target",27.6939077945426,18.9596005121712,27.0055557391606,18.7691905128304,32.8833766584285,26.0984142145608
"Gen-184","Target",26.5174648959655,32.4731832107063,27.3259682061616,18.2247938516084,19.9152331862133,30.694370913785
"Gen-185","Target",19.4647432451602,20.4530177549459,26.640187160112,23.1810371400788,21.8624066074844,21.8284253673628
"Gen-186","Target",24.2655974857043,20.2235448739957,32.86549399863,33.1532832013909,26.6361178120133,28.0594811984338
"Gen-187","Target",31.8206710538361,20.6417709363159,22.9464090480469,34.8601276252884,27.3115302713122,29.097685333807
"Gen-188","Target",29.9774012600537,25.6200367822312,33.1122387775686,27.3445043556858,31.2818976475392,26.9337370477151
"Gen-189","Target",20.503565029474,29.1494400410447,18.131015505176,19.9865864540916,21.9575592689216,20.539901771117
"Gen-190","Target",22.1393545130268,24.480857165996,20.1256506517529,34.2322959317826,27.7611569580622,34.5124693140388
"Gen-191","Target",28.7791959000751,33.0534744954202,27.9500045247842,31.0910448215436,27.8476716182195,31.5205082821194
"Gen-192","Target",21.7614754813258,31.1460069604218,25.3068884408567,30.2719334068242,32.8634544501547,26.4679178148508
"Gen-193","Target",30.9233033370692,18.6259206533432,18.3592552216724,27.0045595869888,31.3317281459458,21.2381895135622
"Gen-194","Target",20.9368124180473,29.7191466572694,30.3246802764479,28.7680053699296,34.1141101610847,25.2286157561466
"Gen-195","Target",20.6383447512053,21.28340155771,26.1961554870941,33.5481026147027,31.0413720305078,31.9745241291821
"Gen-196","Target",18.4984836496878,26.3772781870794,20.023484876845,24.4909767908975,21.3047808373813,29.9168336342555
"Gen-197","Target",27.4114099899307,18.6544337889645,30.7598405457102,24.4187666689977,23.9020111653954,29.2090685353614
"Gen-198","Target",24.1702036520001,33.7222362863831,29.8438446174841,20.5365469271783,19.5507242279127,27.3908989122137
"Gen-199","Target",30.0420866576023,21.4256525454111,34.7016981586348,31.2642352967523,30.4985528427642,22.3661589871626
"Gen-200","Target",25.5529108350165,33.845384448301,19.2092817497905,21.5229161360767,22.5412147545721,34.1753776895348
"Gen-201","Target",30.5479003039654,20.4455875980202,30.4810191902798,18.1078089470975,21.6562084038742,30.3323226559442
"Gen-202","Target",29.1359328108374,24.9249539659359,25.5485394070856,26.6863951308187,22.4678797307424,18.5168736614287
"Gen-203","Target",32.156804088736,22.3933912194334,19.4433220529463,33.1095307460055,24.8474486579653,22.8900279109366
"Gen-204","Target",34.2748791384511,34.5004954559263,33.7016888810322,32.7601126304362,26.9011837393045,26.3037791426759
"Gen-205","Target",22.5166623443365,25.5918096683454,24.5701100423466,25.7245433265343,22.7551376943011,24.6179139986634
"Gen-206","Target",20.1692510836292,27.1302674973849,23.4838868901134,33.311028027907,28.2627186088357,30.2140855800826
"Gen-207","Target",31.9090212886222,27.3974113392178,33.9980817008764,25.7917395303957,21.0162982430775,24.3247693276498
"Gen-208","Target",33.6819598211441,32.8837991601322,26.1076571037993,19.9523230988998,29.1726867898833,20.9486990193836
"Gen-209","Target",21.3315554871224,24.5685294538271,32.2235810088459,28.2258022241294,30.1318787606433,19.6397193474695
"Gen-210","Target",30.5082390771713,21.5310478461906,23.4370146833826,27.9220126459841,28.4740392423701,24.6262053912506
"Gen-211","Target",27.3360348634887,21.9686569178011,18.1265935003757,22.2837561219931,20.7988357418217,31.2447718188632
"Gen-212","Target",20.9898838100489,25.9890534544829,33.1922387229279,30.3206517247017,31.0195660297759,34.3391834243666
"Gen-213","Target",27.6621780127753,34.912765116198,31.0365623317193,30.0625248465221,26.9173160269856,34.2778851967305
"Gen-214","Target",28.3112099363934,26.9191937437281,26.7607605010271,27.7855369208846,26.7728629307821,22.2005554381758
"Gen-215","Target",27.6816918735858,31.2730560603086,33.112466215156,21.3952082979959,23.0471973137464,26.3386932366993
"Gen-216","Target",27.1136723787058,25.9449835459236,21.9561728776898,24.9865909493528,34.1688152872957,31.6677846624516
"Gen-217","Target",33.1432717004791,28.1537993375678,33.5367745121475,30.1159126190469,21.3619127667043,32.786035441095
"Gen-218","Target",23.7607555659488,23.1963265419472,27.5572240662295,27.1771471612155,18.2021597248968,30.1783365758602
"Gen-219","Target",22.5582904247567,21.2671290813014,20.7843910821248,26.7155335189309,20.4142204434611,24.6764178245794
"Gen-220","Target",29.2589163307566,18.2550841835327,18.5999821764417,22.1570300601888,30.2817497486249,23.1695650371257
"Gen-221","Target",34.8529788947199,23.2471411756705,26.3947107610293,23.6792672879528,21.3852111650631,30.2177597256377
"Gen-222","Target",29.0148108031135,31.2647163351066,26.9532576967031,22.7267627881374,22.5283274571411,19.5794476149604
"Gen-223","Target",34.9900417833123,31.4354851448443,32.0714877813589,19.2766636449378,20.2215434026439,30.5729537252337
"Gen-224","Target",30.6978845456615,32.165777287446,19.4055296608713,31.0649617980234,20.0606595566496,23.3155980331358
"Gen-225","Target",30.6862073803786,25.8617862819228,24.0670132581145,32.849102940876,33.9792611643206,32.6850998699665
"Gen-226","Target",34.8032467793673,29.565322432667,27.5390839346219,33.2662471735384,23.5538713051938,26.3844941344578
"Gen-227","Target",22.7340710032731,26.5236323766876,19.1035682042129,29.160190412309,18.7903797829058,23.3419545232318
"Gen-228","Target",18.0502554264385,30.2641247110441,34.9210804237518,34.9933070549741,32.8726661652327,26.2994971603621
"Gen-229","Target",23.9131517519709,18.5154027959798,27.1659317384474,32.9667771086097,26.9524453200866,21.6021796413697
"Gen-230","Target",22.075899726944,30.9103080264758,32.6970836708788,18.9966026535258,24.408385087736,19.4897815107834
"Gen-231","Target",30.9606737894937,23.8500413224101,20.7201607180759,20.3240316773299,32.0228058900684,32.4950201045722
"Gen-232","Target",28.5111899992917,20.3815349140204,33.7101708175614,18.5921621406451,29.4244602981489,29.0891342449468
"Gen-233","Target",33.0386001341976,20.7987152289134,20.1284241862595,32.2842928448226,25.8166161344852,18.2213513986208
"Gen-234","Target",22.0251630800776,24.0662997909822,29.6991821485572,18.4238688703626,19.6549519661348,32.6248224615119
"Gen-235","Target",21.3264261027798,20.8519555099774,21.7867114986293,23.8436603643931,33.7715020678006,26.685724162031
"Gen-236","Target",33.474120671628,19.5779258480761,28.2523884316906,28.2353311588522,25.6549208380748,29.796250595944
"Gen-237","Target",22.8951431766618,25.4310619223397,30.2681632412132,22.6305735462811,20.1719733129721,29.0850695911795
"Gen-238","Target",33.4984311258886,23.2549410883803,18.3674797972199,18.3275057601277,32.2426699455827,26.2509372069035
"Gen-239","Target",31.2914786434267,31.9135331783909,28.4690349029843,21.1975160606671,20.3768012626097,33.4120538837742
"Gen-240","Target",21.8184098924976,33.23949545715,28.9011210342869,31.9176891183015,31.9183436331805,26.227546691196
"Gen-241","Target",28.5387237889227,33.4033851912245,30.1562331262976,23.5180096568074,20.5492936954834,19.0075437705964
"Gen-242","Target",25.2544499088544,33.1323639978655,33.7350545977242,30.9453544048592,22.116543557262,30.4131698054262
